Region,OutageTime,Loss,Customers,RestorationTime,Cause
NorthEast,2012-11-21 08:28,0,0,2012-11-21 08:29,attack
NorthEast,2011-02-05 14:06,0,0,2011-02-05 14:07,attack
NorthEast,2011-07-29 02:45,0,0,2011-07-29 02:45,attack
NorthEast,2012-09-03 12:55,,,2012-09-03 12:56,attack
West,2013-11-09 14:55,0,0,2013-11-09 18:58,attack
NorthEast,2012-11-02 20:46,0,0,2012-11-02 21:42,attack
NorthEast,2011-10-29 03:46,0,258307.8861,2011-11-08 16:56,severe storm
NorthEast,2010-10-31 11:51,,,2010-11-09 04:32,severe storm
West,2013-12-06 07:16,0,0,2013-12-06 07:16,attack
NorthEast,2013-10-28 12:43,,88220.77942,2013-11-03 12:50,severe storm
NorthEast,2012-11-03 16:10,,246368.1822,2012-11-07 18:23,severe storm
NorthEast,2012-10-27 16:44,0,564575.647,2012-11-04 17:11,severe storm
NorthEast,2012-10-23 18:54,,69833.76851,2012-10-25 06:30,severe storm
NorthEast,2013-10-21 18:43,,52914.59894,2013-10-25 08:36,severe storm
West,2013-10-16 17:01,,,2013-10-16 17:02,attack
NorthEast,2013-10-22 19:13,0,873142.5805,2013-10-31 21:53,severe storm
NorthEast,2011-10-20 19:56,0,193198.2631,2011-11-03 19:01,severe storm
NorthEast,2012-11-04 21:02,,80069.39316,2012-11-16 18:00,severe storm
NorthEast,2012-11-07 21:05,0,306891.1499,2012-11-11 14:25,severe storm
NorthEast,2012-10-29 19:46,0,879163.1153,2012-10-29 23:49,severe storm
NorthEast,2011-10-19 19:47,,68091.16942,2011-10-25 20:26,severe storm
NorthEast,2011-11-04 20:28,,59276.92217,2011-11-06 02:07,severe storm
NorthEast,2013-10-26 21:06,0,340876.4118,2013-10-28 11:04,severe storm
NorthEast,2012-11-08 22:44,,763361.7311,2012-11-18 01:39,severe storm
NorthEast,2011-10-23 21:52,,524122.9409,2011-10-24 02:35,severe storm
NorthEast,2010-11-05 22:04,292.99139,79848.33681,2010-11-07 11:34,severe storm
NorthEast,2011-11-05 22:50,,107677.4935,,severe storm
NorthEast,2013-10-25 22:29,,184387.6616,,severe storm
MidWest,2012-11-01 23:41,,158139.8874,,winter storm
NorthEast,2012-10-31 23:06,,41554.41646,2012-11-01 22:38,severe storm
NorthEast,2010-08-14 18:39,0,0,2010-08-14 18:40,attack
NorthEast,2011-10-25 05:58,,197890.7134,2011-10-27 14:10,winter storm
NorthEast,2012-08-26 02:54,0,0,2012-08-26 02:57,attack
West,2012-12-30 22:34,,,2012-12-30 22:35,attack
NorthEast,2012-02-13 00:12,0,0,2012-02-13 03:51,attack
NorthEast,2010-07-22 11:33,0,0,2010-07-22 11:51,attack
NorthEast,2012-09-14 12:04,0,0,2012-09-14 12:05,attack
NorthEast,2012-01-28 18:59,0,0,2012-01-28 18:59,attack
MidWest,2013-12-01 09:22,,,2013-12-01 09:36,attack
MidWest,2013-11-20 17:02,833.0155408,0,2013-11-21 20:01,energy emergency
NorthEast,2013-02-16 11:52,,,2013-02-16 11:52,attack
NorthEast,2010-09-04 14:54,0,0,2010-09-04 14:55,attack
NorthEast,2011-09-09 11:11,,,2011-09-09 11:12,attack
NorthEast,2010-09-23 20:42,0,0,2010-09-23 21:20,attack
West,2010-12-04 12:09,245.7210711,107399.7828,2010-12-07 13:05,winter storm
West,2013-01-05 05:52,0,0,2013-01-05 06:08,attack
West,2010-12-01 04:12,369.4305955,,2010-12-01 04:28,energy emergency
West,2011-11-21 16:51,0,0,2011-11-21 16:55,attack
SouthEast,2011-01-03 05:52,,275961.2428,2011-01-06 05:25,winter storm
MidWest,2011-01-02 14:41,364.2430942,284323.1746,2011-01-04 04:43,winter storm
SouthEast,2013-12-20 19:52,2.309641485,1038.241868,2013-12-20 23:29,thunder storm
SouthEast,2011-09-14 11:55,45.04218097,11835.48907,2011-09-14 13:28,equipment fault
